Questions,num_words,num_characters,num_misspelled,bin_start_interrogative,bin_end_qmark,num_interrogative,bin_start_small,avg_word_sentence,num_sentences,bin_url,readability_score,num_punctuations,bin_taboo,grammar_check,Average IDF,Entropy,Polarity,Subjectivity
Which is the best definition of í¢ä‰åñsupremacyí¢ä‰åŒ?<br /> highest authority<br /> limitless power<br /> superior judgment<br /> greater aptitude,19,131,4,0,0,0,0,9.5,2,0,9.101052632,9,0,0,-5.280298861,0.021349029,0.733333333,0.566666667
Describe wind farms. why are they useful?,7,35,0,0,1,1,0,3.5,2,0,2.524285714,2,0,0,-5.460836296,0.006726057,0.3,0
what is the flow of energy in cells? ,8,29,0,1,0,1,1,4,2,0,-2.945,1,0,0,-4.036075654,0.017798828,0,0
what is the quotient of 11/12 í€Œ‡ 5/7 ?<br /><br />,11,42,2,1,0,1,1,5.5,2,0,-6.262727273,5,0,0,-6.502290171,0.00277995,0,0
how to describe a dragons teeth ? <br /> make it as describe as possible.<br /> need it for a story plz help !!!!,21,90,3,1,0,1,1,7,3,0,-0.435714286,10,0,0,-4.160484365,0.05227036,0,0
if 1/3 of flour is used to make 5 dinner rolls how many rolls can you make with 5 and 2/3 cups of flour?,26,81,0,0,1,1,1,26,1,0,5.7,1,0,0,-4.153185062,0.073496459,0.5,0.5
Juan likes to cook.  the secret ingredient consist of 2/3 cup milk and 1/6 cup honey mustard how many cups in the secret ingredient?,26,108,0,0,1,1,0,13,2,0,3.91,2,0,0,-5.263631809,0.031823331,-0.1,0.633333333
"Divergent boundaries, normal faults and slope are land features which result from stretching the Earthí¢ä‰åä‹¢s crust. Reverse fault jagged cliffs and convergent boundaries are features which result from folding the Earthí¢ä‰åä‹¢s crust.<br /> a. True<br /> b. False",40,229,2,0,0,0,0,8,5,0,6.3555,9,0,0,-4.569803042,0.074432652,-0.125,0.625
Each batch of Miss Garcia taffy makes 14 pieces of taffy . If Sandy needs eight dozen piece of taffy how many batches does she have to make,27,112,0,0,0,1,0,13.5,2,0,4.683333333,1,0,0,-4.970283999,0.04202507,0.5,0.5
Elena and Billie make 752 brownies then give them to their 9 friends to share. How many will they have left over? what impact did the remainder have on this answer?,31,134,0,0,1,2,0,10.33333333,3,0,3.640215054,3,0,0,-4.563205987,0.050002966,0.25,0.25
which is a quantitative method of data collection?,8,43,0,0,1,0,1,8,1,0,7.2975,1,0,0,-5.729100283,0.005428254,0,0
Matematyka z plusem str 131 cw 31 pomoíƒŒ_e ktoíƒäó_?,10,45,5,0,1,0,0,10,1,0,0.055,1,0,0,-6.540030499,0.006076291,0,0
What is Masa made of? Plz Help I need To Know This Thanks :),13,47,2,1,0,1,0,6.5,2,0,-2.238461538,2,0,0,-2.724857319,0.137224631,0.35,0.6
Not every state has created a statutory right to appeal a criminal conviction. (Points : 2)<br /> a.  True<br /> b.  False,21,99,2,0,0,0,0,5.25,4,0,0.707857143,9,0,0,-2.629354554,0.261097019,-0.171428571,0.561904762
can someone please help me on this question  zoom out to see the scatter graph ,15,63,0,0,0,0,1,15,1,0,5.852,0,0,0,-4.127384416,0.042149275,0,0
what is this increase í‰Œ£80 by 20%,7,29,0,1,0,1,1,7,1,0,-1.781428571,0,0,0,-4.362224007,0.01755106,0,0
Carrie is buying bulk candy for a high school fundraiser. She buys 1000 candy bars for $350. What is the unit cost per candy bar?<br /> a.  $.30<br /> b.  $.35<br /> c.  $.45<br /> d.  $1.35,38,150,5,0,0,1,0,3.166666667,12,0,-4.725087719,19,0,0,-3.747719954,0.18996365,0.16,0.54
Which term do historians use to describe the historical period between the beginning of the 16th century and the 21st century?<br /> a.  Industrial era<br /> b.  Classical era<br /> c.  Modern era<br /> d.  Postclassical era,37,184,5,0,0,0,0,6.166666667,6,0,2.911981982,13,0,0,-4.009478342,0.105810248,0.05,0.075
"I have a 6 year old rescue dog that has bad separation anxiety.  She barks,tears things up, chews on the door handles and breaks out of herkennel when we leave the house.  We have tried to give her toys to play with but she will not play with anything.  Can you please tell me what I can do to get her over her separation anxiety before I run out of money fixing things. ",74,295,1,0,0,2,0,14.8,5,0,4.364459459,6,0,0,-5.045615013,0.078467101,-0.3,0.433333333
there are 12 boys and 18 girls in Mr. Ruiz class the students must form lab groups each group must have the same number of boys to girls. what is the greatest number of groups Mr. Ruiz can make if every student must be in a group,47,183,0,0,0,1,1,11.75,4,0,2.483297872,3,0,0,-4.470250868,0.11025005,0.5,0.5625
"It was only after the _______ _______ that people started gathering in larger groups and formed more complex institutions. Was it the: Industrial<br /> Revolution, Agricultural Revolution, or the Iron age? ",29,175,1,0,0,0,0,9.666666667,3,0,8.252643678,6,0,0,-4.881156219,0.043553965,0.05,0.6
How might a young Egyptian rise in social status?,9,41,0,1,1,1,0,9,1,0,4.003333333,1,0,1,-6.060457419,0.006103491,0.066666667,0.233333333
"Jeff and his family are driving to visit his grandmother. They have driven about 30 miles, which is about 2/3  of the way. How much further do they have to go?",32,128,0,0,1,1,0,10.66666667,3,0,2.007395833,4,0,0,-4.787491743,0.036584334,0,0.5
you have driven 30 miles and thats only 2/3 of the way how much further do you have to go'<br />,22,76,2,0,0,1,1,22,1,0,4.984545455,2,0,0,-3.099074625,0.132821861,0,0.75
"Which of the following statement is FALSE? <br /> a. Plathí¢ä‰åä‹¢s work is mostly upbeat and cheerful in tone and mood.<br /> b. Plath became known for her style of writing confessional poetry, which often dealt with shocking subject matters.<br /> c. After her death, Plath received a Pulitzer Prize for her work.<br /> d. Plathí¢ä‰åä‹¢s work is often autobiographical in nature.",63,320,4,0,0,0,0,7,9,0,3.078095238,19,0,0,-4.28723607,0.139744498,-0.095238095,0.504761905
"Which sentence uses a verb that agrees with its subject? <br /><br /> a. Is the boys coming over later to play basketball? <br /> b. Has he ever been there before? <br /> c. Were she happy to see you? <br /> d. Does the Miller sisters sing, too?",46,196,5,0,1,0,0,5.111111111,9,0,-1.365531401,20,0,0,-3.850092048,0.105806377,0.211111111,0.444444444
All of the following are part of the digestive system except the __________.<br /> Select one of the options below as your answer:<br /> a. stomach<br /> b. esophagus<br /> c. intestines<br /> d. heart,34,167,5,0,0,0,0,5.666666667,6,0,0.243333333,15,0,0,-3.500692778,0.141315297,0,0.1
One purpose of a summary is to .<br /> a. save the reader time. B Include your own opinion on the topic.<br /> c. change technical terms of everyday language.<br /> d.  correct errors in the original,36,162,3,0,0,0,0,4.5,8,0,-0.078333333,13,0,0,-3.853257696,0.111233947,0.19375,0.6125
fran has 7 sheets of paper for coloring projects if she only uses one third of a sheet of paper per drawing how many drawings can she make?,28,112,1,0,1,1,1,28,1,0,11.24178571,1,0,0,-4.382026635,0.067252622,0.166666667,0.5
What is a procrariote and a eucariote ,7,31,2,1,0,1,0,7,1,0,2.928571429,0,0,0,-6.907755279,0.000981005,0,0
"If you see a diseased plant, it is most likely in the _____ stage of its life cycle.<br /> a.  adult<br /> B: death<br /> C: growth<br /> D: beginning",29,120,4,0,0,0,0,9.666666667,3,0,-0.842528736,11,0,0,-3.418403383,0.15170905,-0.033333333,0.75
how many chromosomes are in each body cell of the female rabbit?,12,53,0,1,1,1,1,12,1,0,4.98,1,0,0,-4.166915255,0.030567767,0.25,0.333333333
"To force a bill out of committee, a/an _______ petition must be signed by a majority of the representatives. <br /> A. release<br /> B. amendment<br /> C. discharge<br /> D. calendar",31,151,4,0,0,0,0,5.166666667,6,0,0.145268817,14,0,0,-3.819557778,0.094075896,0,0
Which individual called for an Open Door Policy with China?<br /> a. Henry Cabot Lodge<br /> b. John Hay<br /> c. Alfred Thayer Mohan<br /> d. Woodrow Wilson,28,130,5,0,0,0,0,4.666666667,6,0,-0.088452381,13,0,0,-4.029806041,0.083969282,0,0.45
Which of the following is thought to be engulfed by prokaryotes eventually leading to the development of animal cells?<br /> A. mitochondria<br /> b.  chloroplasts <br /> C. aerobic bacteria<br /> d.  cyanobacteria,32,180,7,0,0,0,0,5.333333333,6,0,5.228229167,13,0,0,-3.711636441,0.105841076,0,0.1
is 8 bigger  than 7.4,6,16,0,0,0,0,1,3,2,0,-8.155,1,0,0,-5.010635294,0.007235996,0,0.5
What is the answer to this equation 2.79 í€äóî 10-4?,11,43,0,1,1,1,0,5.5,2,0,-3.693636364,3,0,1,-3.912023005,0.032093771,0,0
Round each number to the nearest ten 343.42 í¢ä‰åäóì 39.87 ,11,49,0,0,0,0,0,3.666666667,3,0,-2.897575758,2,0,0,-4.679278158,0.022556659,-0.1,0.2
Davis knows that the area of his square shaped bag is 81 ft squared. what is the length of any side of the bag?,24,88,0,0,1,1,0,12,2,0,1.4475,2,0,0,-5.585999439,0.018683933,0,0
7 x 7 x 7 x 7  in exponential form?,10,25,0,0,1,0,0,10,1,0,-5.126,1,0,0,-3.40788637,0.089521607,0,0
Please help! Due tonight!<br /><br /> Find each function value for the given function rule.<br /><br />  f(9) if f(x) = x + 13,24,102,4,0,0,0,0,6,4,0,-2.53375,15,0,0,-2.429902069,0.441967795,-0.125,0.375
An antibaryon composed of two antiup quarks<br /> and one antidown quark would have a charge of<br /> (1) +1e (3) 0e<br /> (2) í¢Êäó»1e (4) í¢Êäó»3e,27,124,10,0,0,0,0,27,1,0,8.118888889,14,0,0,-2.049136192,0.707776924,0,0
What is the wavelength of a 256-hertz sound<br /> wave in air at STP?<br /> (1) 1.17 í€äóî 10^6 m (3) 0.773 m<br /> (2) 1.29 m (4) 8.53 í€äóî 10^í¢ä‰åäóì7 m,37,125,4,1,0,1,0,6.166666667,6,0,-7.908288288,20,0,0,-2.050032116,0.707695316,0,0
"to decrease an amount by 42% , multiply by ???? ",8,38,0,0,0,0,1,4,2,0,-0.59,5,0,0,-4.990832667,0.012660843,0,0
What is the y-intercept of the line? y = -3x<br /> a. -3<br /> b. 0<br /> c. 1<br /> d. 3,22,68,5,1,0,1,0,3.666666667,6,0,-9.534393939,16,0,0,-2.854232711,0.151199369,0,0
What is the LCD of 5/12    and -9/16   ?,10,27,0,1,1,1,0,10,1,0,-5.597,2,0,0,-6.396929655,0.002289448,0,0
"Gomes found the masses of three rocks for a science project.The first rock had a mass of 19.29 grams,the second rock had a mass of 25.3 grams,and the third rock had a mass of 46.3 grams.How much greater was the mass of the third rock than the combined mass of the other two rocks?",61,227,1,0,1,1,0,10.16666667,6,0,0.563005464,8,0,0,-4.796565039,0.093627745,0.104166667,0.201388889
what is 4.32 over 100 like as a fraction. what is it simplified?,14,52,0,1,1,2,1,4.666666667,3,0,-2.611666667,3,0,0,-4.585367559,0.018141405,0,0
"What is the slope-intercept form of the function that contains the point (í¢ä‰åäóì1, 5) and has a slope of í¢ä‰åäóì4?",21,98,0,1,1,1,0,21,1,0,6.34,5,0,1,-2.611088493,0.174890829,0,0
"What is ""I have a cat?"" in French?",8,27,0,1,1,1,0,4,2,0,-5.88875,2,0,0,-3.33120501,0.039615851,0,0
"a grocery store has 48 cartons of eggs .if there are 12 eggs in each carton, how many ounces of peanut butter are there in 1 serving?",27,107,0,0,1,1,1,13.5,2,0,3.462222222,3,0,0,-4.315703992,0.0585235,0.5,0.5
"Coley bought 10 books which cost $2m each. If she gave the cashier a fifty dollar bill, how much change would she receive? <br /><br /> Possible answers:<br /> A) 20m<br /> B) 30m<br /> C) 50-20m<br /> D) 20m-50",41,172,12,0,0,1,0,13.66666667,3,0,1.830894309,21,0,0,-2.596724752,0.471668347,0.1,0.6
write an addition story problem. Have a classmate solve your problem. ,11,59,0,0,0,0,1,3.666666667,3,0,4.80969697,2,0,0,-4.634157723,0.025071649,0,0
"There are 30 students in a class, including 16 boys. Write each ratio. A. Girls to boys.  B.  Boys to Girls.  C. Girls to all students  D. Boys to all students ",31,125,0,0,0,0,0,3.444444444,9,0,-2.083261649,9,0,0,-3.715908127,0.126027125,0,0
"In ""The Highwayman,"" how does Bess warn the highwayman of danger? <br /> a. by firing the gun into the air<br /> b. by running away from the British troops<br /> c. by shouting out to him as he rides up the road<br /> d. by sacrificing her own life",49,199,4,0,0,1,0,8.166666667,6,0,-0.140748299,14,0,0,-3.812393164,0.123765435,0.3,0.5
"There are 16 red cars in a parking lot , 20 blue and 12 silver. If there are 240 cars parked in the lot ,how many blue cars are parked in the lot?",32,114,0,0,1,1,0,16,2,0,2.760625,4,0,0,-4.828313737,0.051386253,0.125,0.175
there are 25 servings in a 30.2 ounce jar of peanut butter. how many ounces of peanut butter are there in 1 serving?,24,94,0,0,1,1,1,8,3,0,0.42875,3,0,0,-4.236262674,0.058676403,0.5,0.5
"what digit is in the Hundred Thousand Place? 645,892 ",10,44,0,1,0,1,1,5,2,0,0.852,2,0,0,-5.744604469,0.006626845,0,0
"west deposited $15,000 in a savings account earning 2.5% interest .what was the total interest earned at the end of 8 years ?",24,103,0,0,1,1,1,8,3,0,1.60625,4,0,0,-4.592747666,0.056578908,0,0.75
samantha has 8 balloons. jacob has 1/2 as many balloons as samantha how many does jabob have?,18,77,4,0,1,1,1,9,2,0,2.433333333,2,0,0,-4.342805922,0.04249128,0.5,0.5
write an addition story problem. Have a classmate solve your problem. ,11,59,0,0,0,0,1,3.666666667,3,0,4.80969697,2,0,0,-4.634157723,0.025071649,0,0
"How are proteins, lipids, and polysaccharides similar?<br /> A) They contain the same atoms and types of bonds between atoms.<br /> B) They are natural polymers composed of repeating monomeric units.<br /> C) They are formed during exergonic metabolic reactions in a cell.<br /> D) They have characteristics similar to the elements making them up.            ",55,293,6,1,0,1,0,9.166666667,6,0,6.275151515,19,0,0,-2.714571418,0.422153071,0.033333333,0.308333333
Hi  in laungage arts we are doing an advertisement and I'm doing a advertisement for a 12 year olds room.Any ideas of how it should look.,27,111,1,0,0,1,0,13.5,2,0,4.334444444,2,0,0,-3.463072785,0.12516272,0,0
This method of communication became vitally important by the end of the nineteenth century because of its use in coordinating rail travel.<br /> A)<br /> telegraph <br /> B)<br /> telephone <br /> C)<br /> television <br /> D)<br /> Pony Express,39,204,8,0,0,0,0,19.5,2,0,9.454615385,21,0,0,-2.462039669,0.411327079,0.4,1
Which statement below BEST summarizes the role of the DNA molecule in cells?<br /> A)<br /> guides cell division <br /> B)<br /> protects cells from infection <br /> C)<br /> provides the instructions for making proteins <br /> D)<br /> regulates the chemical processes that provide the cell with energy,48,253,8,0,0,0,0,24,2,0,12.55,21,0,0,-2.624882408,0.457703486,1,0.3
Which sentence uses a verb that agrees with its compound subject? <br /> a. Steven or the cousins has cleaned the garage.<br /> b. A hat or mittens are in that gift bag.<br /> c. The Mitchells or Mr. Goodman have a new car.<br /> d. A ladybug and a spider was crawling on the porch.,55,227,5,0,0,0,0,5.5,10,0,-1.124545455,18,0,0,-4.145216893,0.11132518,-0.015151515,0.393939394
Which of the following is theí‰Œæbestí‰Œæreason for a home inspector to have a set procedure for the inspection process?í‰Œæ<br /><br /> í‰Œæí‰Œæí‰Œæí‰ŒæA.í‰ŒæIt prevents omissions and oversights during the inspection.B.í‰ŒæIt keeps the inspector in control of the client.C.í‰ŒæIt helps the inspector gain assignments from real estate attorneys.D.í‰ŒæIt helps the inspector complete more inspections and make more money.,65,365,2,0,0,0,0,7.222222222,9,0,4.35434188,13,0,0,-5.34610803,0.052865078,0.26,0.36
6 The atomic mass of magnesium is the weighted average of the atomic masses of<br /> (1) all of the artificially produced isotopes of Mg<br /> (2) all of the naturally occurring isotopes of Mg<br /> (3) the two most abundant mtif1cially produced isotopes of Mg<br /> (4) the two most abundant naturally occurring isotopes of Mg,57,271,5,0,0,0,0,57,1,0,27.81052632,16,0,0,-2.458362095,0.739056717,0.20625,0.6375
Which of the following best states the purpose of a topic sentence?<br /> A) present a fact <br /> B)add a minor supporting detail <br /> C) express a paragraphí¢ä‰åä‹¢s key point <br /> D) restate a compositioní¢ä‰åä‹¢s main idea,40,191,4,0,0,0,0,20,2,0,7.1745,13,0,0,-2.545637046,0.435938648,0.195238095,0.311904762
"Consider a rabbit, which of the following is true regarding its DNA? <br /> A) All of its cells contain the same DNA.<br /> B) Each cell type contains its own unique DNA.<br /> C) Rabbit brain cells and kidney cells express the same DNA genes.<br /> D) Rabbit DNA uses a different molecular backbone than mouse DNA.",57,258,4,0,0,0,0,11.4,5,0,3.771052632,18,0,0,-2.795971082,0.491741108,0.189285714,0.514285714
"The prefix ""cardio"" refers to _____.<br /> aerobic<br /> with oxygen<br /> anaerobic<br /> heart",14,82,5,0,0,0,0,7,2,0,2.928571429,9,0,0,-4.110473944,0.04800646,0,0
Which statement is true about the meaning of the equation 2=5x2/5<br /><br /><br /><br /> A.The fraction 2/5 is1/2 the size of 5.<br /><br /><br /> B.The fraction2/5 is1/5 the size of 5.<br /><br /><br /> C.The number 5 is 2 times the size of 2/5<br /><br /><br /> D.The number 2 is 5 times the size of 2/5.<br />,72,254,18,0,0,0,0,9,8,0,-4.042916667,35,0,0,-3.903724203,0.183747247,0.35,0.65
A 1.0 í€äóî 10^3-kilogram car travels at a constant<br /> speed of 20. meters per second around a<br /> horizontal circular track. The diameter of the<br /> track is 1.0 í€äóî 10^2 meters. The magnitude of the<br /> carí¢ä‰åä‹¢s centripetal acceleration is<br /> (1) 0.20 m/s2 (3) 8.0 m/s2<br /> (2) 2.0 m/s2 (4) 4.0 m/s2,68,266,10,0,0,0,0,6.8,10,0,-3.761470588,30,0,0,-2.505926017,0.818510003,0,0
